,三義,二林,南投,埔里,大里,彰化,忠明,沙鹿,竹山,線西,苗栗,西屯,豐原,C0,C10,C12,C13,C2,C3,C4,C5,C6,C7,C8,C9,站時數
2022-03-03,13,24,24,0,24,24,24,22,24,24,20,24,24,18,24,23,0,19,20,17,18,20,24,24,22,500
